p90p100;1999;0.5982000000000001;0.7779;0.5798;0.6691;0.7292000000000001;0.5837;0.4181;0.6112000000000001;0.5849;0.664;0.6962;0.6895;0.6767000000000001;0.5644;0.5776;0.5812;0.4692;0.6407;0.533;0.4703;0.5760000000000001;0.6447;0.5865;0.5669000000000001;0.6862;0.5819;0.508;0.5488000000000001;0.6349;0.7149;0.6373;0.6488;0.6035;0.8407;0.5817;0.5968;0.5273;0.5641;0.5619000000000001;0.6678000000000001;0.5670000000000001;0.6356;0.6183000000000001;0.5886;0.6011000000000001;0.6403;0.5671;0.6705;0.5563;0.5976;0.6099;0.605
p90p100;2000;0.5952000000000001;0.7777000000000001;0.5803;0.6713;0.7287;0.5853;0.4181;0.6189;0.5852;0.6647000000000001;0.7006;0.6888000000000001;0.6788000000000001;0.5672;0.5744;0.5835;0.4775;0.6406000000000001;0.541;0.4725;0.5826;0.6465000000000001;0.5729000000000001;0.5511;0.6865;0.5767;0.512;0.5578000000000001;0.633;0.7150000000000001;0.6394000000000001;0.6404000000000001;0.605;0.8365;0.5810000000000001;0.5955;0.5264;0.5649000000000001;0.5616;0.6673;0.5697;0.6354000000000001;0.6193000000000001;0.5871000000000001;0.6036;0.6403;0.5667;0.6702;0.5425;0.6003000000000001;0.61;0.6063000000000001
p90p100;2001;0.5953;0.7951;0.5814;0.6717000000000001;0.7240000000000001;0.5871000000000001;0.4189;0.6185;0.5855;0.6654;0.6955;0.7066;0.68;0.5675;0.5712;0.5845;0.4844;0.6488;0.5534;0.5279;0.5845;0.6466000000000001;0.5542;0.538;0.6819000000000001;0.5788;0.5086;0.5511;0.637;0.7148;0.6336;0.6607000000000001;0.5963;0.8304;0.5808;0.6104;0.5262;0.5647;0.5618000000000001;0.6679;0.5612;0.6436000000000001;0.6065;0.5905;0.6045;0.648;0.5673;0.6699;0.5197;0.6005;0.6094;0.6064
p90p100;2002;0.5917;0.7895000000000001;0.5829;0.6727000000000001;0.7161000000000001;0.5886;0.419;0.5695;0.5858;0.6656000000000001;0.6958000000000001;0.7048;0.6906;0.5665;0.5711;0.5874;0.4901;0.6377;0.5715;0.5840000000000001;0.5858;0.6473;0.5525;0.522;0.6815;0.5766;0.5091;0.5545;0.6375000000000001;0.7176;0.6455000000000001;0.6381;0.5812;0.8263;0.5804;0.6087;0.5256000000000001;0.5663;0.5614;0.6674;0.5641;0.6549;0.6099;0.5874;0.605;0.6478;0.5678000000000001;0.6705;0.5126000000000001;0.6023000000000001;0.61;0.5946
p90p100;2003;0.5855;0.8017000000000001;0.5845;0.6741;0.6725;0.5906;0.4185;0.6084;0.5864;0.669;0.6980000000000001;0.7052;0.6929000000000001;0.5682;0.5711;0.5895;0.4903;0.6546000000000001;0.5694;0.5891000000000001;0.5872;0.6458;0.5496;0.5171;0.6817000000000001;0.5770000000000001;0.51;0.5449;0.6395000000000001;0.7160000000000001;0.6459;0.6613;0.5731;0.8247;0.5802;0.601;0.5255000000000001;0.5663;0.5615;0.7089000000000001;0.5703;0.6321;0.6079;0.5863;0.6023000000000001;0.6412;0.5679000000000001;0.6698000000000001;0.5063;0.6052000000000001;0.6097;0.5913
p90p100;2004;0.5807;0.7928000000000001;0.5872;0.6766;0.6365000000000001;0.5919;0.4204;0.606;0.5869;0.6706000000000001;0.6974;0.6959000000000001;0.6943;0.5727;0.5799000000000001;0.5922000000000001;0.5061;0.6365000000000001;0.5789000000000001;0.5977;0.5910000000000001;0.644;0.5343;0.5218;0.6867000000000001;0.5834;0.513;0.5403;0.6446000000000001;0.7138;0.6488;0.6671;0.5668000000000001;0.8172;0.5804;0.6008;0.5261;0.5673;0.5618000000000001;0.7187;0.5722;0.628;0.617;0.5897;0.5997;0.635;0.5674;0.6701;0.5098;0.6098;0.6099;0.5907
p90p100;2005;0.5862;0.7841;0.5896;0.6765;0.6412;0.5934;0.4201;0.6071000000000001;0.5878;0.6714;0.7008;0.6898000000000001;0.7017;0.5746;0.5871000000000001;0.5931000000000001;0.5229;0.6536000000000001;0.5820000000000001;0.5749000000000001;0.5928;0.6438;0.5275000000000001;0.5154;0.6863;0.5760000000000001;0.5278;0.5415;0.6488;0.7205;0.6396000000000001;0.6558;0.5586;0.8312;0.5808;0.5947;0.526;0.5679000000000001;0.5621;0.7168;0.5698;0.6047;0.6239;0.5888;0.5947;0.6235;0.5670000000000001;0.6704;0.5165000000000001;0.6099;0.6095;0.5957
p90p100;2006;0.5894;0.7875000000000001;0.5918;0.6766;0.6473;0.5940000000000001;0.4203;0.5747;0.5887;0.6615;0.7024;0.6771;0.7036;0.5678000000000001;0.5912000000000001;0.5939;0.5393;0.5897;0.5968;0.5546;0.5947;0.6483;0.5358;0.5188;0.6877;0.5652;0.5144000000000001;0.5444;0.6516000000000001;0.7198;0.639;0.6436000000000001;0.5614;0.8517;0.5803;0.5972000000000001;0.5273;0.5682;0.5655;0.7156;0.5698;0.5941000000000001;0.627;0.5898;0.5914;0.6086;0.5667;0.67;0.5118;0.6113000000000001;0.6096;0.5947
p90p100;2007;0.5988;0.7897000000000001;0.5945;0.6763;0.6517000000000001;0.5930000000000001;0.4199;0.5750000000000001;0.5895;0.656;0.6994;0.7044;0.7060000000000001;0.5769000000000001;0.6013000000000001;0.5945;0.5582;0.6116;0.6206;0.5498000000000001;0.5963;0.649;0.5607;0.5118;0.6967;0.5683;0.5146000000000001;0.5439;0.6536000000000001;0.7158;0.6103000000000001;0.6365000000000001;0.5674;0.8835000000000001;0.5797;0.5975;0.5286000000000001;0.5687;0.5691;0.7228;0.5588000000000001;0.6085;0.6297;0.5898;0.5922000000000001;0.6344000000000001;0.5651;0.6705;0.5111;0.6112000000000001;0.6099;0.6057
p90p100;2008;0.5964;0.7896000000000001;0.5982000000000001;0.6762;0.657;0.5903;0.4191;0.5689000000000001;0.5907;0.6505000000000001;0.6967;0.6789000000000001;0.7074;0.5777;0.6053000000000001;0.5915;0.5691;0.6306;0.6313000000000001;0.5461;0.5963;0.6547000000000001;0.5447000000000001;0.5012;0.7118;0.5751000000000001;0.5156000000000001;0.5381;0.6547000000000001;0.7142000000000001;0.6047;0.6622;0.5625;0.9083;0.5808;0.6078;0.5268;0.5696;0.5730000000000001;0.7264;0.5371;0.5841000000000001;0.6239;0.5888;0.5932000000000001;0.6058;0.5669000000000001;0.6685;0.4891;0.6128;0.6097;0.6027
p90p100;2009;0.5935;0.7718;0.602;0.6761;0.6653;0.5871000000000001;0.4191;0.5676;0.5913;0.6459;0.6925;0.6689;0.7074;0.5782;0.5965;0.5883;0.5820000000000001;0.6451;0.6171;0.5564;0.5943;0.648;0.5597;0.5085000000000001;0.7168;0.5804;0.5096;0.5441;0.6482;0.7131000000000001;0.6701;0.6325000000000001;0.5665;0.8982;0.5789000000000001;0.5933;0.5254;0.5713;0.5673;0.7243;0.5392;0.5851000000000001;0.622;0.5861000000000001;0.6024;0.6019;0.5666;0.6654;0.5092;0.61;0.6093000000000001;0.5937
p90p100;2010;0.5974;0.7673;0.6052000000000001;0.6766;0.6747000000000001;0.5895;0.4211;0.5713;0.5920000000000001;0.6413;0.6967;0.6695;0.6723;0.5709000000000001;0.5912000000000001;0.5904;0.6276;0.6684;0.6336;0.5740000000000001;0.5975;0.6481;0.5577;0.508;0.7298;0.5867;0.5121;0.5463;0.6526000000000001;0.7157;0.6609;0.6675;0.5834;0.9017000000000001;0.5792;0.5898;0.5264;0.5703;0.5709000000000001;0.7229;0.552;0.5881000000000001;0.6218;0.5870000000000001;0.6103000000000001;0.6046;0.5665;0.6646000000000001;0.5107;0.6103000000000001;0.6097;0.5976
p90p100;2011;0.5971000000000001;0.7655000000000001;0.6059;0.676;0.6907;0.5904;0.4259;0.5709000000000001;0.5924;0.6371;0.7003;0.6591;0.6519;0.5708;0.5878;0.5899;0.6679;0.6273000000000001;0.6418;0.5807;0.599;0.6446000000000001;0.5612;0.4949;0.7353000000000001;0.5834;0.505;0.5584;0.657;0.7184;0.6553;0.6894;0.5768;0.8989;0.5808;0.5932000000000001;0.5224;0.5714;0.5719000000000001;0.7273000000000001;0.5465;0.5818;0.6181;0.5924;0.599;0.5903;0.5670000000000001;0.6633;0.5006;0.6111;0.6098;0.6263000000000001
p90p100;2012;0.6011000000000001;0.7451;0.607;0.6767000000000001;0.7032;0.5923;0.4424;0.5691;0.5933;0.6318;0.6985;0.6549;0.6398;0.5777;0.5825;0.5902000000000001;0.6655;0.6763;0.6283000000000001;0.5948;0.599;0.643;0.5677;0.5003000000000001;0.7433000000000001;0.5731;0.4879;0.5568000000000001;0.6516000000000001;0.7145;0.6788000000000001;0.6898000000000001;0.5723;0.8886000000000001;0.5809000000000001;0.5926;0.5103;0.5722;0.5722;0.7281000000000001;0.5424;0.5801000000000001;0.6179;0.5937;0.5911000000000001;0.5890000000000001;0.5668000000000001;0.6433;0.4938;0.6107;0.6223000000000001;0.632
p90p100;2013;0.6089;0.757;0.6078;0.6761;0.7071000000000001;0.5903;0.46;0.5696;0.5939;0.6275000000000001;0.7004;0.6613;0.6266;0.5786;0.5833;0.5906;0.6657000000000001;0.6617000000000001;0.6299;0.5842;0.6007;0.643;0.5688;0.5189;0.7391000000000001;0.5701;0.4908;0.5677;0.643;0.7108;0.6806;0.6888000000000001;0.5788;0.8794000000000001;0.5829;0.6026;0.5047;0.5721;0.5752;0.7287;0.5488000000000001;0.5815;0.6147;0.596;0.5902000000000001;0.5893;0.5697;0.5974;0.4996;0.6105;0.6202000000000001;0.654
p90p100;2014;0.6177;0.7591;0.6088;0.6763;0.7088;0.5911000000000001;0.4743;0.5710000000000001;0.5946;0.6232;0.7227;0.6544;0.6293000000000001;0.5866;0.5866;0.5905;0.6674;0.6629;0.6262;0.5854;0.601;0.6422;0.5833;0.501;0.7363000000000001;0.5693;0.4844;0.5781000000000001;0.6388;0.7130000000000001;0.6856;0.6980000000000001;0.5870000000000001;0.869;0.5810000000000001;0.6119;0.5084000000000001;0.5729000000000001;0.5797;0.7286;0.5491;0.5848;0.6133000000000001;0.5933;0.5891000000000001;0.5890000000000001;0.5729000000000001;0.6075;0.5041;0.6118;0.6209;0.6335000000000001
p90p100;2015;0.6229;0.7682;0.6103000000000001;0.6764;0.7102;0.5885;0.485;0.6096;0.5958;0.6135;0.7142000000000001;0.6513;0.6291;0.5803;0.5867;0.5908;0.6741;0.6647000000000001;0.6415000000000001;0.5658000000000001;0.6016;0.6419;0.5757;0.4951;0.7321000000000001;0.5691;0.4906;0.5661;0.6358;0.7167;0.685;0.7232000000000001;0.5894;0.8692000000000001;0.5846;0.6143000000000001;0.5162;0.5708;0.5760000000000001;0.7302000000000001;0.5513;0.5849;0.6191;0.5942000000000001;0.5895;0.5881000000000001;0.5716;0.6274000000000001;0.5018;0.6188;0.6164000000000001;0.6386000000000001
p90p100;2016;0.6251;0.7565000000000001;0.6116;0.6761;0.7129000000000001;0.5883;0.4861;0.6104;0.5921000000000001;0.6085;0.6906;0.6524;0.6266;0.5769000000000001;0.5868;0.5906;0.6741;0.665;0.6378;0.5608000000000001;0.599;0.6425000000000001;0.5747;0.4827;0.7278;0.5678000000000001;0.4918;0.5714;0.6306;0.7140000000000001;0.6805;0.7116;0.5871000000000001;0.8676;0.5792;0.6099;0.5178;0.5688;0.5757;0.7272000000000001;0.5559000000000001;0.5852;0.6047;0.5966;0.5903;0.5874;0.5740000000000001;0.6436000000000001;0.5032;0.6161;0.6133000000000001;0.6436000000000001
p90p100;2017;0.6286;0.7614000000000001;0.612;0.6764;0.669;0.5878;0.4919;0.6102000000000001;0.5901000000000001;0.6044;0.6818000000000001;0.6526000000000001;0.6284000000000001;0.5792;0.5858;0.5904;0.6782;0.6672;0.6435000000000001;0.5624;0.6006;0.6415000000000001;0.5746;0.5021;0.7184;0.5689000000000001;0.5007;0.5755;0.6305000000000001;0.7130000000000001;0.681;0.7117;0.5883;0.8556;0.5764;0.6144000000000001;0.5208;0.5710000000000001;0.5782;0.7306;0.5607;0.5854;0.609;0.6087;0.5912000000000001;0.5901000000000001;0.5725;0.6609;0.5064000000000001;0.6152000000000001;0.6142000000000001;0.6497
p90p100;2018;0.6288;0.7647;0.6132000000000001;0.6763;0.6407;0.5879;0.4922;0.6085;0.5874;0.6013000000000001;0.6638000000000001;0.6554;0.6252;0.5545;0.5885;0.5905;0.6772;0.6685;0.634;0.5624;0.5999;0.6418;0.5741;0.4666;0.7165;0.5669000000000001;0.5114000000000001;0.5714;0.6304000000000001;0.7107;0.6824;0.7196;0.5919;0.8555;0.5947;0.6153000000000001;0.5219;0.5721;0.5807;0.734;0.5606;0.5853;0.6078;0.6046;0.5944;0.5921000000000001;0.5708;0.7059000000000001;0.5075000000000001;0.616;0.613;0.6451
p90p100;2019;0.6252;0.7601;0.6145;0.6762;0.611;0.5869;0.4943;0.6095;0.5846;0.5973;0.6644;0.65;0.6231;0.5902000000000001;0.5857;0.5905;0.6765;0.6642;0.6292;0.562;0.5995;0.6423;0.5719000000000001;0.454;0.7141000000000001;0.5696;0.5303;0.5695;0.63;0.7078;0.6823;0.7200000000000001;0.5913;0.8555;0.5944;0.6147;0.5227;0.5710000000000001;0.5809000000000001;0.7298;0.5579000000000001;0.5913;0.6097;0.6016;0.5953;0.5926;0.5694;0.7152000000000001;0.5045000000000001;0.6166;0.6127;0.6552
p90p100;2020;0.6219;0.7589;0.6161;0.6764;0.611;0.5868;0.4936;0.6083000000000001;0.5827;0.5936;0.6634;0.6629;0.6213000000000001;0.5902000000000001;0.5832;0.5905;0.6795;0.6636000000000001;0.6215;0.562;0.6022000000000001;0.6416000000000001;0.5702;0.4533;0.7103;0.5758;0.5252;0.5684;0.625;0.7163;0.677;0.7605000000000001;0.5894;0.8556;0.5909;0.618;0.5221;0.5712;0.5802;0.7260000000000001;0.5574;0.5972000000000001;0.601;0.6011000000000001;0.5927;0.5995;0.5693;0.7217;0.5045000000000001;0.6166;0.6093000000000001;0.6554
p90p100;2021;0.6254000000000001;0.7641;0.6157;0.6765;0.611;0.5869;0.4944;0.6094;0.5815;0.6239;0.6643;0.6539;0.6212;0.5886;0.5856;0.5909;0.6817000000000001;0.6668000000000001;0.6437;0.5611;0.6065;0.6421;0.5724;0.4548;0.7085;0.5785;0.5286000000000001;0.5702;0.6268;0.7236;0.6846;0.7633000000000001;0.597;0.8556;0.5949;0.6323000000000001;0.5227;0.5775;0.5814;0.7246;0.5594;0.5885;0.6097;0.6005;0.5956;0.5985;0.5691;0.7244;0.5079;0.6167;0.6107;0.6543
p90p100;2022;0.628;0.7565000000000001;0.6169;0.6765;0.6109;0.5868;0.4937;0.5907;0.5814;0.6042000000000001;0.6663;0.6474000000000001;0.6218;0.5901000000000001;0.5852;0.5904;0.6805;0.6647000000000001;0.6501;0.5612;0.5979;0.6424000000000001;0.5709000000000001;0.4542;0.6962;0.5699000000000001;0.5299;0.5707;0.6314000000000001;0.7189;0.6818000000000001;0.7604000000000001;0.5961000000000001;0.8555;0.596;0.6179;0.5223;0.5771000000000001;0.5809000000000001;0.7213;0.5558000000000001;0.5903;0.6065;0.5998;0.5953;0.5937;0.5697;0.7275;0.5071;0.6166;0.6106;0.6545000000000001
p90p100;2023;0.6277;0.7671;0.617;0.6762;0.611;0.5868;0.4937;0.5891000000000001;0.5815;0.6043000000000001;0.6588;0.6467;0.6213000000000001;0.5892000000000001;0.5844;0.5905;0.6805;0.6632;0.6502;0.5611;0.5979;0.6415000000000001;0.5716;0.4548;0.6954;0.5698;0.526;0.5712;0.6324000000000001;0.7166;0.6802;0.7604000000000001;0.597;0.8556;0.5977;0.6175;0.523;0.5760000000000001;0.5845;0.7185;0.5547000000000001;0.5972000000000001;0.6004;0.5996;0.5926;0.5989;0.5691;0.729;0.5013000000000001;0.6166;0.61;0.6572
p0p50;1995;0.0483;0.022;0.0484;0.0325;0.017;0.0471;0.1336;0.0499;0.0219;0.0365;-0.0253;0.029;0.0303;0.0496;0.0513;0.0485;0.1598;0.0259;0.0832;0.1022;0.1502;0.037;0.0717;0.0486;0.0094;0.0483;0.0237;0.0625;0.0396;0.021;0.0577;0.085;0.0668;-0.0512;0.0471;0.0477;0.0803;0.0506;0.0509;0.0318;0.0294;0.0383;0.0407;0.0458;0.0449;0.0374;0.0502;0.0312;0.0266;-0.0093;0.0431;0.0474
p0p50;1996;0.0465;0.022;0.0483;0.0325;0.017;0.0473;0.1336;0.0459;0.0339;0.0351;-0.025;0.0271;0.0302;0.0498;0.0486;0.0481;0.1537;0.0259;0.0823;0.0995;0.1496;0.0371;0.0776;0.0522;0.0079;0.0488;0.0236;0.0505;0.0395;0.0209;0.0371;0.0812;0.0626;-0.051;0.0466;0.0476;0.0803;0.0505;0.0509;0.0319;0.0336;0.0383;0.0405;0.046;0.0449;0.0374;0.0502;0.0312;0.026;-0.0092;0.0431;0.0456
p0p50;1997;0.0464;0.022;0.0482;0.0323;0.017;0.0474;0.1336;0.0496;0.0396;0.0331;-0.0254;0.0288;0.0301;0.0501;0.0462;0.0483;0.149;0.0261;0.081;0.0967;0.1489;0.0365;0.0813;0.0516;0.0055;0.0484;0.0235;0.0427;0.0393;0.0209;0.016;0.0717;0.0608;-0.0436;0.0493;0.0469;0.0802;0.0507;0.0509;0.0319;0.0383;0.0383;0.0399;0.0457;0.0448;0.0373;0.0501;0.0285;0.0189;-0.0092;0.0431;0.0441
p0p50;1998;0.0476;0.022;0.0481;0.0323;0.0171;0.0476;0.1335;0.0496;0.0448;0.0328;-0.026;0.0272;0.0284;0.0503;0.0436;0.0482;0.1453;0.0263;0.0795;0.0938;0.1485;0.0359;0.0822;0.042;0.0051;0.0479;0.0237;0.0444;0.039;0.021;-0.0051;0.0672;0.0586;-0.0354;0.0507;0.0466;0.0803;0.0505;0.0508;0.0319;0.0351;0.0383;0.0424;0.0455;0.0448;0.0374;0.0501;0.0285;0.0183;-0.0094;0.043;0.039
p0p50;1999;0.0457;0.022;0.0481;0.0315;0.0172;0.0474;0.1335;0.0449;0.0472;0.0326;-0.0256;0.027;0.0299;0.0505;0.0414;0.0479;0.1424;0.0262;0.0778;0.0902;0.1476;0.0368;0.0721;0.0453;0.0064;0.0477;0.0236;0.0512;0.0386;0.0209;-0.0258;0.0623;0.0579;-0.0216;0.0512;0.0461;0.0801;0.0505;0.0508;0.0318;0.0368;0.0383;0.0427;0.0453;0.0445;0.0374;0.0501;0.0312;0.025;-0.0094;0.043;0.0438
p0p50;2000;0.0467;0.022;0.048;0.031;0.0174;0.0472;0.1335;0.0439;0.0472;0.0324;-0.0264;0.0272;0.0294;0.05;0.04;0.0476;0.14;0.0262;0.0758;0.0861;0.1458;0.0366;0.0785;0.0453;0.0061;0.0486;0.0231;0.0498;0.0388;0.0209;-0.0465;0.0634;0.0566;-0.0157;0.0513;0.0461;0.0803;0.0504;0.0509;0.0319;0.0367;0.0383;0.0427;0.0455;0.0441;0.0373;0.0501;0.0313;0.0354;-0.0098;0.043;0.0436
p0p50;2001;0.0463;0.0186;0.0478;0.031;0.0186;0.0469;0.1334;0.044;0.0472;0.0323;-0.0259;0.023;0.0292;0.05;0.0386;0.0473;0.138;0.027;0.073;0.0747;0.1451;0.0365;0.0848;0.0491;0.0062;0.0482;0.0235;0.0515;0.0382;0.021;-0.0418;0.0593;0.0581;-0.0078;0.0496;0.0436;0.0803;0.0504;0.0508;0.0318;0.0369;0.0367;0.0443;0.0449;0.0439;0.0358;0.05;0.0313;0.0321;-0.0099;0.0431;0.0436
